countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
DNK,Denmark,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,91.43069458,
DOM,Dominican Republic,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,95.31,
DOM,Dominican Republic,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,66.982,
DOM,Dominican Republic,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.479,
DOM,Dominican Republic,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.437,
DOM,Dominican Republic,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,41.73,
DOM,Dominican Republic,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,52.79,
DOM,Dominican Republic,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,72.15,
DOM,Dominican Republic,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,78.54,
DOM,Dominican Republic,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,91.77795767,
DOM,Dominican Republic,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,102.9061827,
DOM,Dominican Republic,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,19.06976744,
DOM,Dominican Republic,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,24.32432432,
DOM,Dominican Republic,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,80.93023256,
DOM,Dominican Republic,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,75.67567568,
DOM,Dominican Republic,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,55.09999847,
DOM,Dominican Republic,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,66,
DOM,Dominican Republic,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,54.15000153,
DOM,Dominican Republic,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,63.66999817,
DZA,Algeria,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,9.401,
DZA,Algeria,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,10.328,
DZA,Algeria,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.508,
DZA,Algeria,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.385,
DZA,Algeria,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,14.16,
DZA,Algeria,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,17.45,
DZA,Algeria,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,68.86,
DZA,Algeria,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,65.68,
DZA,Algeria,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,111.7429177,
DZA,Algeria,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,76.71433947,
DZA,Algeria,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,7.047619048,
DZA,Algeria,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,21.54882155,
DZA,Algeria,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,92.95238095,
DZA,Algeria,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,78.45117845,
DZA,Algeria,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,25.95654471,
DZA,Algeria,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,42.62400818,
DZA,Algeria,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,32.84967108,
DZA,Algeria,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,47.47172165,
ECU,Ecuador,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,91.851,
ECU,Ecuador,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,67.976,
ECU,Ecuador,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.431,
ECU,Ecuador,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.388,
ECU,Ecuador,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,48.25,
ECU,Ecuador,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,54.53,
ECU,Ecuador,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,78.05,
ECU,Ecuador,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,78.35,
ECU,Ecuador,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,76.16074902,
ECU,Ecuador,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,73.79165207,
ECU,Ecuador,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,32.25806452,
ECU,Ecuador,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,37.95620438,
ECU,Ecuador,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,67.74193548,
ECU,Ecuador,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,62.04379562,
ECU,Ecuador,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,44.56000137,
ECU,Ecuador,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,51.88999939,
ECU,Ecuador,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,45.02999878,
ECU,Ecuador,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,51.77999878,
EGY,Egypt,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,56.558,
EGY,Egypt,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,43.989,
EGY,Egypt,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.552,
EGY,Egypt,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.424,
EGY,Egypt,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,23.06,
EGY,Egypt,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,15.61,
EGY,Egypt,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,74.88,
EGY,Egypt,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,67.31,
EGY,Egypt,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,38.17328516,
EGY,Egypt,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,17.7656683,
EGY,Egypt,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,3.621169916,
EGY,Egypt,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,14.93288591,
EGY,Egypt,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,96.37883008,
EGY,Egypt,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,85.06711409,
EGY,Egypt,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,43.31573191,
EGY,Egypt,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,60.51956342,
EGY,Egypt,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,57.99797943,
EGY,Egypt,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,69.22246877,
ERI,Eritrea,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,75.573,
ERI,Eritrea,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,68.343,
ERI,Eritrea,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,479.7486021,
ERI,Eritrea,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,331.5310386,
ERI,Eritrea,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,22,
ERI,Eritrea,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,22,
ERI,Eritrea,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,78,
ERI,Eritrea,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,78,
ESP,Spain,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,10.795,
ESP,Spain,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,5.867,
ESP,Spain,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.104,
ESP,Spain,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.055,
ESP,Spain,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,52.18,
ESP,Spain,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,52.69,
ESP,Spain,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,67.34,
ESP,Spain,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,63.44,
ESP,Spain,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,3.919446677,
ESP,Spain,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,3.167691268,
ESP,Spain,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,34.09461664,
ESP,Spain,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,41.85667752,
ESP,Spain,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,65.90538336,
ESP,Spain,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,58.14332248,
ESP,Spain,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,64.20999908,
ESP,Spain,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,77.77386475,
ESP,Spain,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,70.73999786,
ESP,Spain,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,82.04180145,
EST,Estonia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,19.627,
EST,Estonia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,8.383,
EST,Estonia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.159,
EST,Estonia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.089,
EST,Estonia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,55.1,
EST,Estonia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,57.83,
EST,Estonia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,66.95,
EST,Estonia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,70.27,
EST,Estonia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,8.112171193,
EST,Estonia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,5.065453112,
EST,Estonia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,22.77227723,
EST,Estonia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,29.7029703,
EST,Estonia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,77.22772277,
EST,Estonia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,70.2970297,
EST,Estonia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,98.89857483,
EST,Estonia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,99.54482269,
EST,Estonia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,98.32054138,
EST,Estonia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,99.26913452,
ETH,Ethiopia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,104.466,
ETH,Ethiopia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,74.505,
ETH,Ethiopia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.601,
ETH,Ethiopia,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.509,
ETH,Ethiopia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,74.48,
ETH,Ethiopia,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,61.78,
ETH,Ethiopia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,88.96,
ETH,Ethiopia,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,81.5,
ETH,Ethiopia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,634.7144701,
ETH,Ethiopia,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,294.0218522,
ETH,Ethiopia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,25.51319648,
ETH,Ethiopia,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,37.28571429,
ETH,Ethiopia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,74.48680352,
ETH,Ethiopia,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,62.71428571,
ETH,Ethiopia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,7.002499938,
ETH,Ethiopia,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,7.491559982,
ETH,Ethiopia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,16.14999986,
ETH,Ethiopia,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,13.62847996,
FIN,Finland,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,8.407,
FIN,Finland,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,4.048,
FIN,Finland,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.073,
FIN,Finland,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.031,
FIN,Finland,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,56.02,
FIN,Finland,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,55.79,
FIN,Finland,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,64.07,
FIN,Finland,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,63.07,
FIN,Finland,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,7.024266359,
FIN,Finland,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,8.53353334,
FIN,Finland,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,40,
FIN,Finland,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,47,
FIN,Finland,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,60,
FIN,Finland,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,53,
FIN,Finland,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,80.4200592,
FIN,Finland,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,88.1361084,
FIN,Finland,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,82.87242126,
FIN,Finland,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,89.91493988,
FJI,Fiji,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,33.021,
FJI,Fiji,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,22.047,
FJI,Fiji,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.39,
FJI,Fiji,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.317,
FJI,Fiji,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,43.69,
FJI,Fiji,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,38.97,
FJI,Fiji,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,79.54,
FJI,Fiji,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,76.74,
FJI,Fiji,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,41.56974421,
FJI,Fiji,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,38.16064496,
FJI,Fiji,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,9.708737864,
FJI,Fiji,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,19.60784314,
FJI,Fiji,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,90.29126214,
FJI,Fiji,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,80.39215686,
FJI,Fiji,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,75.78196966,
FJI,Fiji,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,87.93000031,
FJI,Fiji,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,75.45258169,
FJI,Fiji,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,86.69000244,
FRA,France,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,10.611,
FRA,France,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,6.127,
FRA,France,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.129,
FRA,France,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.061,
FRA,France,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,51.37,
FRA,France,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,51.26,
FRA,France,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,61.58,
FRA,France,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,59.67,
FRA,France,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,9.256813089,
FRA,France,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,7.731594628,
FRA,France,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,20,
FRA,France,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,36.86486486,
FRA,France,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,80,
FRA,France,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,63.13513514,
FRA,France,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,76.41000366,
FRA,France,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,83.54000092,
FRA,France,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,82.33999634,
FRA,France,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,87.88999939,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,50.37,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,45.7,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,44.95,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,66.51,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,45.73271848,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,65.16934325,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,0,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,0,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,100,
FSM,Micronesia (Federated States of),GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,100,
GAB,Gabon,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,117.319,
GAB,Gabon,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,97.632,
GAB,Gabon,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.523,
GAB,Gabon,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.527,
GAB,Gabon,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,39.91,
GAB,Gabon,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,35.66,
GAB,Gabon,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,58.16,
GAB,Gabon,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,56.42,
GAB,Gabon,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,192.8594049,
GAB,Gabon,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,225.4747882,
GAB,Gabon,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,16.05504587,
GAB,Gabon,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,17.94871795,
GAB,Gabon,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,83.94495413,
GAB,Gabon,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,82.05128205,
GAB,Gabon,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,53.89,
GAB,Gabon,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,69.2,
GAB,Gabon,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,36.12,
GAB,Gabon,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,53.92,
GBR,United Kingdom,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,23.648,
GBR,United Kingdom,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,11.064,
GBR,United Kingdom,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.178,
GBR,United Kingdom,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.105,
GBR,United Kingdom,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,55.91,
GBR,United Kingdom,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,58.43,
GBR,United Kingdom,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,68.73,
GBR,United Kingdom,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,67.64,
GBR,United Kingdom,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,9.53199084,
GBR,United Kingdom,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,9.223601895,
GBR,United Kingdom,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,20.96890817,
GBR,United Kingdom,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,28.90896456,
GBR,United Kingdom,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,79.03109183,
GBR,United Kingdom,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,71.09103544,
GBR,United Kingdom,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,99.73999786,
GBR,United Kingdom,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,97.76348114,
GBR,United Kingdom,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,99.87999725,
GBR,United Kingdom,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,98.19138336,
GEO,Georgia,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,55.294,
